Car_ID,Make,Model,Year,Price
364,Toyota,Corolla,2018,41535
55,Honda,Accord,2020,41531
696,Hyundai,Sonata,2022,41521
644,Ford,Mustang,2019,41463
236,Honda,Accord,2018,41460
906,Ford,Explorer,2016,41447
624,Hyundai,Elantra,2023,41437
680,Hyundai,Elantra,2012,41398
788,Toyota,Corolla,2015,41375
332,Suzuki,Swift,2014,41374
636,Suzuki,Swift,2010,41369
734,Toyota,Corolla,2017,41341
1245,Honda,Civic,2017,41334
1260,Hyundai,Sonata,2022,41331
729,Ford,Explorer,2026,41327
1220,Toyota,Camry,2018,41327
594,Ford,Mustang,2017,41290
1288,Ford,Mustang,2013,41280
1351,Suzuki,Swift,2022,41211
1224,Suzuki,Alto,2026,41199
198,Toyota,Camry,2021,41160
882,Honda,Accord,2018,41140
814,Suzuki,Alto,2014,41046
504,Honda,Accord,2026,40972
1496,Toyota,Corolla,2016,40970
580,Suzuki,Alto,2023,40961
67,Ford,Explorer,2026,40949
350,Toyota,Camry,2011,40907
824,Honda,Civic,2026,40840
330,Toyota,Corolla,2020,40816
1421,Toyota,Camry,2022,40721
1275,Ford,Mustang,2011,40712
1042,Ford,Explorer,2021,40685
945,Ford,Explorer,2023,40673
1035,Suzuki,Alto,2016,40636
1328,Hyundai,Sonata,2025,40587
409,Toyota,Camry,2014,40580
448,Suzuki,Alto,2015,40573
233,Ford,Mustang,2010,40559
242,Ford,Mustang,2026,40512
60,Suzuki,Alto,2013,40498
1122,Ford,Explorer,2018,40492
1225,Toyota,Camry,2013,40435
726,Ford,Mustang,2019,40406
22,Hyundai,Sonata,2010,40402
431,Hyundai,Sonata,2024,40384
728,Toyota,Corolla,2014,40341
854,Ford,Mustang,2019,40314
611,Hyundai,Sonata,2010,40276
47,Honda,Accord,2023,40254
1479,Honda,Accord,2026,40234
112,Hyundai,Elantra,2013,40220
939,Hyundai,Elantra,2021,40204
1329,Honda,Civic,2011,40179
852,Hyundai,Sonata,2025,40029
357,Ford,Explorer,2013,40006
661,Honda,Civic,2010,39998
1082,Suzuki,Alto,2019,39989
859,Toyota,Camry,2013,39987
1076,Suzuki,Swift,2013,39959
909,Honda,Accord,2013,39864
925,Suzuki,Alto,2019,39818
500,Ford,Mustang,2014,39738
656,Honda,Civic,2012,39714
643,Ford,Explorer,2011,39700
53,Ford,Mustang,2024,39643
1456,Hyundai,Elantra,2014,39594
122,Honda,Civic,2023,39554
323,Suzuki,Swift,2015,39538
189,Suzuki,Alto,2026,39526
725,Suzuki,Swift,2026,39408
460,Ford,Mustang,2015,39320
335,Honda,Accord,2014,39300
956,Hyundai,Sonata,2014,39293
375,Ford,Mustang,2026,39268
1364,Suzuki,Swift,2019,39249
977,Ford,Explorer,2015,39231
912,Hyundai,Sonata,2017,39186
1029,Suzuki,Alto,2021,39078
1336,Hyundai,Elantra,2018,39016
241,Hyundai,Sonata,2013,39011
301,Toyota,Corolla,2010,39009
1243,Honda,Civic,2017,39002
269,Ford,Explorer,2026,38945
185,Honda,Civic,2015,38917
538,Ford,Explorer,2014,38917
545,Ford,Mustang,2018,38905
793,Toyota,Camry,2024,38828
282,Toyota,Corolla,2020,38764
510,Ford,Mustang,2010,38706
1428,Toyota,Corolla,2021,38705
976,Suzuki,Alto,2022,38687
101,Hyundai,Elantra,2014,38663
1115,Honda,Accord,2010,38659
87,Honda,Civic,2014,38657
974,Suzuki,Swift,2011,38624
1192,Hyundai,Elantra,2023,38611
1000,Suzuki,Swift,2014,38609
1165,Ford,Mustang,2026,38592
398,Honda,Accord,2013,38581
1206,Ford,Explorer,2026,38544
687,Ford,Mustang,2015,38457
993,Suzuki,Swift,2019,38456
1171,Hyundai,Elantra,2018,38448
1433,Honda,Accord,2021,38430
990,Toyota,Corolla,2025,38406
244,Ford,Mustang,2014,38388
1077,Suzuki,Swift,2022,38326
108,Hyundai,Sonata,2022,38321
981,Honda,Accord,2013,38309
245,Toyota,Camry,2018,38271
159,Toyota,Corolla,2010,38226
775,Ford,Mustang,2026,38218
492,Toyota,Corolla,2020,38197
1142,Honda,Civic,2011,38182
588,Toyota,Corolla,2013,38117
80,Ford,Explorer,2024,38089
1007,Honda,Civic,2020,38069
1075,Hyundai,Elantra,2022,38031
595,Toyota,Corolla,2014,38026
817,Hyundai,Elantra,2020,38023
397,Suzuki,Alto,2019,38020
1163,Hyundai,Sonata,2011,37997
1417,Toyota,Corolla,2010,37973
1173,Suzuki,Alto,2018,37892
391,Honda,Civic,2023,37882
876,Hyundai,Elantra,2024,37861
1464,Hyundai,Elantra,2021,37828
827,Hyundai,Elantra,2020,37789
979,Ford,Explorer,2015,37766
1348,Ford,Explorer,2023,37752
452,Ford,Explorer,2023,37655
628,Suzuki,Swift,2025,37619
1389,Ford,Mustang,2025,37600
1455,Hyundai,Sonata,2010,37517
210,Ford,Explorer,2024,37499
1418,Suzuki,Alto,2023,37495
1183,Toyota,Camry,2024,37470
32,Hyundai,Elantra,2017,37455
1103,Honda,Civic,2018,37349
655,Suzuki,Alto,2025,37333
1431,Toyota,Camry,2014,37322
743,Toyota,Corolla,2026,37312
107,Ford,Explorer,2015,37285
183,Suzuki,Swift,2015,37276
1338,Honda,Civic,2011,37233
388,Toyota,Camry,2019,37168
1405,Suzuki,Alto,2025,37167
1493,Hyundai,Sonata,2012,37149
313,Ford,Explorer,2012,37146
764,Honda,Civic,2015,37137
1241,Suzuki,Alto,2018,37135
1158,Honda,Accord,2012,37129
267,Toyota,Corolla,2022,37113
201,Hyundai,Elantra,2012,37074
834,Hyundai,Sonata,2024,37068
786,Suzuki,Swift,2020,37018
754,Suzuki,Swift,2012,37008
1113,Suzuki,Swift,2012,36967
415,Suzuki,Alto,2017,36938
652,Ford,Explorer,2023,36917
1125,Ford,Mustang,2011,36814
455,Hyundai,Elantra,2012,36804
284,Hyundai,Sonata,2023,36796
587,Honda,Accord,2016,36771
62,Toyota,Camry,2024,36769
5,Suzuki,Alto,2011,36732
800,Honda,Accord,2018,36732
1164,Suzuki,Swift,2017,36676
413,Hyundai,Elantra,2023,36569
1295,Hyundai,Sonata,2018,36531
1495,Toyota,Corolla,2024,36505
1051,Hyundai,Sonata,2020,36422
162,Toyota,Corolla,2023,36403
899,Ford,Mustang,2016,36398
710,Suzuki,Alto,2014,36280
199,Suzuki,Swift,2015,36257
65,Suzuki,Alto,2015,36185
50,Toyota,Corolla,2016,36160
747,Toyota,Corolla,2019,36154
1162,Ford,Mustang,2022,36151
540,Suzuki,Alto,2025,36114
466,Hyundai,Sonata,2018,36094
554,Ford,Explorer,2020,36026
1127,Suzuki,Swift,2015,35996
353,Hyundai,Elantra,2013,35931
321,Toyota,Camry,2014,35910
478,Suzuki,Alto,2017,35887
923,Hyundai,Sonata,2020,35885
699,Toyota,Camry,2011,35853
931,Suzuki,Swift,2024,35824
308,Ford,Mustang,2013,35819
125,Hyundai,Sonata,2023,35782
1002,Toyota,Camry,2021,35732
1195,Honda,Civic,2023,35722
1141,Ford,Mustang,2025,35713
1234,Ford,Explorer,2025,35707
623,Honda,Civic,2024,35669
1400,Hyundai,Sonata,2024,35655
72,Honda,Accord,2023,35650
971,Toyota,Camry,2026,35633
294,Suzuki,Alto,2023,35627
914,Hyundai,Elantra,2020,35590
52,Hyundai,Sonata,2026,35438
1128,Ford,Explorer,2018,35389
68,Honda,Accord,2018,35375
1278,Honda,Civic,2010,35316
736,Honda,Accord,2013,35297
1133,Honda,Accord,2026,35278
1312,Honda,Civic,2012,35243
915,Honda,Accord,2021,35238
1217,Toyota,Camry,2022,35211
26,Suzuki,Swift,2026,35204
1067,Toyota,Camry,2019,35167
1386,Toyota,Camry,2023,35140
305,Hyundai,Elantra,2019,35091
281,Honda,Civic,2015,35073
1153,Ford,Mustang,2011,35029
897,Suzuki,Swift,2015,34999
205,Suzuki,Alto,2018,34989
986,Suzuki,Alto,2012,34952
832,Suzuki,Swift,2019,34938
988,Hyundai,Elantra,2020,34907
45,Honda,Civic,2016,34886
567,Toyota,Camry,2014,34819
830,Ford,Mustang,2013,34807
119,Honda,Accord,2025,34786
96,Honda,Accord,2022,34732
1380,Ford,Mustang,2015,34732
1169,Suzuki,Swift,2019,34695
1144,Ford,Mustang,2025,34641
1416,Honda,Civic,2022,34621
1430,Hyundai,Elantra,2020,34608
1090,Honda,Accord,2013,34597
1437,Honda,Accord,2010,34586
296,Ford,Mustang,2013,34580
502,Toyota,Camry,2012,34551
1447,Ford,Explorer,2024,34528
292,Toyota,Corolla,2017,34453
935,Hyundai,Sonata,2021,34430
76,Toyota,Camry,2025,34429
1111,Hyundai,Elantra,2017,34418
1117,Suzuki,Alto,2016,34405
927,Ford,Mustang,2018,34391
878,Ford,Explorer,2015,34384
513,Ford,Explorer,2016,34376
79,Honda,Accord,2018,34372
1259,Hyundai,Sonata,2017,34364
402,Honda,Accord,2016,34311
1422,Toyota,Corolla,2025,34300
378,Ford,Explorer,2018,34290
441,Honda,Civic,2015,34280
1481,Ford,Mustang,2014,34273
440,Toyota,Corolla,2023,34271
433,Honda,Accord,2024,34264
410,Ford,Mustang,2016,34246
1020,Honda,Civic,2010,34222
685,Ford,Explorer,2011,34197
64,Ford,Explorer,2014,34188
1468,Suzuki,Alto,2016,34164
589,Honda,Accord,2010,34163
1014,Honda,Civic,2024,34155
167,Hyundai,Elantra,2018,34145
1357,Ford,Mustang,2025,34143
106,Honda,Civic,2014,34139
1237,Ford,Mustang,2023,34098
1079,Ford,Explorer,2017,34092
46,Honda,Civic,2025,34028
354,Ford,Explorer,2010,34018
1205,Ford,Mustang,2014,33994
287,Ford,Explorer,2010,33986
682,Suzuki,Swift,2022,33952
1500,Ford,Mustang,2017,33839
77,Hyundai,Sonata,2021,33838
1180,Hyundai,Elantra,2021,33836
873,Toyota,Corolla,2023,33814
182,Honda,Accord,2011,33791
179,Suzuki,Swift,2018,33729
1291,Suzuki,Swift,2026,33728
336,Toyota,Camry,2010,33668
158,Toyota,Camry,2016,33642
1084,Suzuki,Swift,2017,33638
1460,Hyundai,Sonata,2021,33634
1253,Ford,Mustang,2013,33621
1026,Hyundai,Elantra,2015,33597
543,Suzuki,Swift,2014,33578
254,Hyundai,Elantra,2016,33568
1036,Honda,Accord,2010,33532
751,Honda,Accord,2016,33466
866,Suzuki,Alto,2010,33401
733,Ford,Mustang,2013,33398
37,Hyundai,Sonata,2016,33396
1052,Toyota,Camry,2026,33251
1470,Toyota,Camry,2012,33234
672,Toyota,Camry,2017,33222
1387,Honda,Accord,2016,33153
1085,Suzuki,Swift,2018,33128
745,Suzuki,Alto,2019,33114
1193,Suzuki,Swift,2019,33099
804,Toyota,Camry,2023,33087
225,Honda,Civic,2018,33067
1034,Ford,Mustang,2010,33026
1135,Hyundai,Elantra,2016,33013
447,Toyota,Corolla,2024,33003
310,Suzuki,Alto,2011,32986
606,Honda,Accord,2021,32963
539,Hyundai,Elantra,2025,32918
593,Ford,Explorer,2013,32889
126,Honda,Civic,2018,32865
1096,Toyota,Camry,2026,32860
1218,Honda,Civic,2020,32860
472,Hyundai,Elantra,2023,32846
266,Ford,Explorer,2022,32835
959,Honda,Civic,2021,32712
1378,Ford,Mustang,2010,32708
1429,Honda,Accord,2018,32705
380,Suzuki,Alto,2013,32667
1233,Honda,Accord,2026,32660
407,Toyota,Camry,2021,32650
20,Hyundai,Elantra,2021,32642
1467,Toyota,Camry,2015,32634
1238,Toyota,Corolla,2015,32596
417,Toyota,Camry,2015,32547
552,Ford,Mustang,2016,32531
632,Hyundai,Sonata,2025,32521
297,Ford,Mustang,2023,32443
1239,Toyota,Corolla,2023,32393
991,Hyundai,Elantra,2021,32372
1286,Honda,Accord,2021,32311
1177,Honda,Civic,2016,32310
1303,Hyundai,Elantra,2016,32310
444,Honda,Civic,2021,32255
151,Ford,Mustang,2021,32250
1061,Honda,Accord,2022,32220
352,Honda,Accord,2020,32210
228,Hyundai,Sonata,2019,32202
759,Honda,Accord,2020,32183
527,Ford,Explorer,2018,31998
1044,Toyota,Camry,2010,31978
1409,Toyota,Camry,2024,31957
639,Hyundai,Sonata,2017,31825
1342,Hyundai,Elantra,2014,31787
1374,Toyota,Corolla,2017,31783
964,Hyundai,Sonata,2017,31729
727,Honda,Civic,2019,31727
948,Suzuki,Swift,2015,31717
1434,Ford,Explorer,2013,31704
815,Ford,Explorer,2015,31562
89,Honda,Civic,2012,31556
1451,Toyota,Corolla,2023,31552
807,Honda,Civic,2019,31550
550,Honda,Civic,2010,31538
963,Honda,Accord,2011,31535
776,Hyundai,Sonata,2022,31522
1230,Hyundai,Elantra,2020,31499
823,Toyota,Camry,2026,31442
343,Hyundai,Elantra,2010,31423
887,Honda,Accord,2015,31386
638,Honda,Civic,2012,31346
389,Toyota,Corolla,2024,31339
577,Honda,Accord,2014,31335
19,Toyota,Corolla,2014,31267
1074,Honda,Accord,2021,31235
1444,Hyundai,Sonata,2023,31209
1240,Hyundai,Sonata,2020,31203
1063,Ford,Explorer,2011,31193
819,Honda,Civic,2011,31168
1414,Ford,Explorer,2021,31163
950,Honda,Civic,2011,31128
965,Suzuki,Swift,2020,31119
739,Suzuki,Swift,2024,31114
419,Toyota,Corolla,2012,31056
698,Honda,Civic,2013,31052
344,Toyota,Camry,2023,30996
648,Ford,Mustang,2026,30953
1305,Toyota,Corolla,2014,30897
1343,Hyundai,Elantra,2014,30873
592,Hyundai,Sonata,2012,30813
30,Suzuki,Alto,2022,30805
21,Honda,Accord,2023,30777
1426,Ford,Mustang,2021,30745
114,Suzuki,Swift,2019,30742
713,Toyota,Corolla,2023,30734
283,Ford,Mustang,2022,30727
1392,Hyundai,Sonata,2010,30716
940,Suzuki,Alto,2023,30677
982,Honda,Accord,2024,30671
893,Ford,Mustang,2010,30649
474,Suzuki,Swift,2023,30615
193,Ford,Mustang,2020,30598
385,Toyota,Corolla,2024,30580
1309,Ford,Explorer,2022,30574
1246,Toyota,Camry,2026,30529
910,Toyota,Camry,2022,30524
947,Hyundai,Elantra,2020,30504
256,Toyota,Camry,2015,30494
787,Honda,Civic,2016,30423
520,Hyundai,Elantra,2019,30331
1223,Hyundai,Elantra,2011,30312
1267,Hyundai,Sonata,2017,30297
311,Toyota,Camry,2019,30280
1145,Ford,Explorer,2019,30280
279,Honda,Accord,2017,30231
160,Suzuki,Swift,2023,30198
1332,Honda,Civic,2022,30176
40,Honda,Accord,2024,30173
753,Honda,Civic,2020,30170
1017,Suzuki,Alto,2014,30126
1274,Honda,Civic,2019,30105
929,Hyundai,Sonata,2019,30104
517,Hyundai,Sonata,2010,30079
1184,Ford,Mustang,2016,30061
1393,Suzuki,Swift,2012,30047
1404,Suzuki,Alto,2011,30036
161,Honda,Accord,2026,29972
355,Toyota,Corolla,2023,29968
450,Hyundai,Sonata,2017,29882
1397,Honda,Civic,2013,29817
145,Hyundai,Elantra,2022,29816
938,Honda,Civic,2018,29816
1053,Hyundai,Sonata,2010,29792
1327,Honda,Civic,2022,29786
154,Ford,Mustang,2022,29780
84,Honda,Accord,2010,29778
1124,Hyundai,Sonata,2011,29745
627,Hyundai,Elantra,2023,29723
426,Hyundai,Elantra,2013,29719
498,Suzuki,Alto,2015,29706
670,Hyundai,Elantra,2025,29689
363,Toyota,Camry,2017,29687
712,Ford,Explorer,2021,29631
1045,Suzuki,Swift,2026,29604
1423,Toyota,Corolla,2013,29586
604,Suzuki,Alto,2020,29567
1208,Toyota,Camry,2011,29501
456,Ford,Mustang,2018,29458
1480,Honda,Civic,2012,29433
1408,Hyundai,Elantra,2023,29423
660,Toyota,Corolla,2026,29422
463,Ford,Explorer,2018,29409
849,Honda,Accord,2019,29276
1179,Ford,Mustang,2011,29275
468,Toyota,Camry,2017,29260
7,Toyota,Camry,2014,29256
462,Honda,Civic,2015,29256
232,Suzuki,Alto,2016,29246
224,Suzuki,Swift,2023,29183
1383,Hyundai,Sonata,2021,29182
1244,Toyota,Camry,2017,29170
835,Hyundai,Elantra,2023,29167
677,Ford,Mustang,2013,29164
1280,Honda,Civic,2012,29097
766,Suzuki,Alto,2025,29071
1458,Suzuki,Alto,2024,29011
235,Ford,Mustang,2023,29000
679,Honda,Accord,2012,28997
1215,Toyota,Camry,2023,28986
1104,Suzuki,Alto,2012,28985
850,Ford,Explorer,2024,28949
1322,Suzuki,Swift,2022,28944
640,Toyota,Camry,2022,28935
290,Suzuki,Swift,2020,28923
894,Toyota,Camry,2018,28910
1341,Hyundai,Sonata,2011,28884
1271,Suzuki,Swift,2018,28862
1250,Suzuki,Alto,2011,28804
844,Suzuki,Swift,2011,28803
1485,Ford,Mustang,2016,28788
1319,Toyota,Camry,2018,28764
437,Suzuki,Alto,2013,28728
1148,Ford,Mustang,2024,28705
1099,Suzuki,Swift,2012,28652
104,Suzuki,Alto,2018,28636
346,Toyota,Corolla,2018,28617
1276,Toyota,Camry,2025,28615
697,Suzuki,Alto,2026,28590
1101,Toyota,Corolla,2023,28571
209,Honda,Civic,2013,28533
879,Ford,Explorer,2016,28527
1281,Toyota,Corolla,2019,28468
240,Hyundai,Sonata,2016,28461
1130,Ford,Explorer,2023,28345
446,Suzuki,Alto,2014,28301
25,Hyundai,Sonata,2025,28299
838,Suzuki,Swift,2026,28248
930,Honda,Accord,2018,28220
401,Hyundai,Sonata,2023,28213
757,Ford,Mustang,2022,28148
724,Hyundai,Sonata,2022,28113
429,Toyota,Corolla,2010,28080
252,Suzuki,Alto,2023,27974
362,Ford,Explorer,2016,27969
1228,Hyundai,Elantra,2023,27960
967,Hyundai,Elantra,2021,27933
869,Hyundai,Elantra,2015,27928
1030,Ford,Mustang,2025,27919
1390,Suzuki,Swift,2015,27909
49,Honda,Accord,2019,27895
1138,Suzuki,Alto,2023,27868
686,Honda,Civic,2024,27817
443,Suzuki,Swift,2012,27813
1209,Suzuki,Swift,2023,27791
365,Honda,Accord,2012,27773
802,Ford,Mustang,2021,27731
755,Ford,Explorer,2022,27718
659,Ford,Mustang,2019,27716
1337,Suzuki,Alto,2017,27705
1489,Ford,Explorer,2011,27676
1411,Suzuki,Alto,2024,27643
1155,Honda,Accord,2014,27625
491,Honda,Accord,2013,27616
1178,Toyota,Corolla,2015,27592
342,Ford,Mustang,2016,27578
1391,Ford,Mustang,2011,27540
591,Hyundai,Elantra,2014,27505
579,Ford,Explorer,2013,27463
1363,Ford,Mustang,2022,27438
1474,Honda,Accord,2013,27427
148,Toyota,Camry,2021,27425
673,Honda,Civic,2025,27424
280,Ford,Mustang,2019,27422
1471,Ford,Explorer,2014,27374
842,Hyundai,Elantra,2023,27369
1174,Ford,Mustang,2019,27338
133,Honda,Civic,2019,27331
732,Hyundai,Elantra,2014,27321
430,Toyota,Camry,2019,27297
598,Honda,Civic,2026,27285
223,Honda,Civic,2015,27281
871,Suzuki,Swift,2025,27280
339,Toyota,Camry,2024,27218
1301,Hyundai,Sonata,2010,27205
121,Suzuki,Alto,2013,27179
1172,Hyundai,Sonata,2022,27171
390,Hyundai,Elantra,2021,27161
1024,Hyundai,Sonata,2015,27146
288,Honda,Civic,2010,27135
1334,Toyota,Camry,2022,27130
1482,Ford,Explorer,2014,27105
277,Honda,Accord,2021,27098
204,Suzuki,Swift,2026,27091
760,Toyota,Corolla,2011,27066
1021,Ford,Mustang,2025,27060
1212,Toyota,Camry,2015,27055
767,Hyundai,Elantra,2020,27024
1055,Honda,Civic,2011,27020
1352,Hyundai,Sonata,2017,27010
573,Toyota,Camry,2020,26892
1146,Ford,Mustang,2019,26887
601,Hyundai,Elantra,2022,26883
435,Ford,Explorer,2019,26879
1366,Hyundai,Sonata,2013,26877
590,Hyundai,Sonata,2011,26816
395,Suzuki,Swift,2019,26815
548,Hyundai,Elantra,2014,26807
556,Toyota,Corolla,2025,26807
1398,Honda,Accord,2019,26807
1157,Hyundai,Sonata,2017,26789
1290,Hyundai,Sonata,2014,26773
778,Toyota,Camry,2017,26757
649,Toyota,Camry,2018,26752
169,Honda,Accord,2023,26721
701,Suzuki,Swift,2011,26719
260,Hyundai,Elantra,2019,26718
3,Toyota,Corolla,2021,26710
519,Ford,Mustang,2011,26628
1064,Toyota,Corolla,2016,26529
1314,Hyundai,Sonata,2026,26496
737,Toyota,Camry,2012,26471
1095,Honda,Civic,2018,26464
516,Toyota,Camry,2016,26453
345,Honda,Accord,2024,26380
469,Honda,Civic,2014,26311
369,Ford,Mustang,2013,26288
551,Suzuki,Swift,2023,26270
980,Suzuki,Alto,2024,26261
1325,Hyundai,Sonata,2012,26236
1339,Toyota,Corolla,2024,26207
1093,Honda,Accord,2019,26179
1078,Toyota,Corolla,2017,26166
811,Toyota,Camry,2010,26107
1140,Suzuki,Swift,2023,26098
840,Ford,Mustang,2023,26067
654,Suzuki,Swift,2013,26019
584,Hyundai,Elantra,2018,25995
473,Ford,Mustang,2019,25991
707,Toyota,Corolla,2025,25985
42,Honda,Accord,2014,25968
387,Honda,Accord,2022,25904
100,Toyota,Camry,2018,25885
978,Suzuki,Swift,2022,25875
863,Suzuki,Swift,2025,25871
1388,Suzuki,Alto,2015,25864
796,Suzuki,Alto,2016,25857
582,Toyota,Camry,2010,25839
475,Toyota,Corolla,2015,25807
711,Hyundai,Sonata,2025,25805
1031,Ford,Explorer,2023,25771
870,Suzuki,Swift,2013,25719
1372,Honda,Accord,2013,25719
508,Suzuki,Swift,2019,25629
408,Hyundai,Sonata,2010,25623
1315,Honda,Accord,2017,25523
465,Ford,Mustang,2011,25501
399,Toyota,Corolla,2012,25487
326,Ford,Explorer,2017,25464
568,Honda,Accord,2015,25456
780,Toyota,Corolla,2026,25408
286,Hyundai,Sonata,2010,25357
1175,Honda,Civic,2010,25347
674,Ford,Mustang,2015,25317
944,Honda,Civic,2011,25303
603,Toyota,Corolla,2015,25256
1438,Toyota,Camry,2018,25190
629,Ford,Explorer,2014,25132
1143,Toyota,Corolla,2019,25112
459,Ford,Explorer,2012,25106
180,Honda,Accord,2014,25081
529,Ford,Mustang,2016,25076
506,Hyundai,Elantra,2010,25040
560,Suzuki,Swift,2024,25039
868,Hyundai,Sonata,2017,25027
730,Hyundai,Elantra,2015,24951
630,Suzuki,Swift,2011,24834
1203,Hyundai,Sonata,2022,24813
1300,Suzuki,Alto,2022,24812
1473,Suzuki,Swift,2014,24788
1308,Honda,Accord,2020,24745
892,Hyundai,Elantra,2018,24725
457,Suzuki,Alto,2017,24691
1292,Toyota,Camry,2019,24684
178,Suzuki,Swift,2022,24674
675,Hyundai,Elantra,2025,24651
495,Hyundai,Sonata,2024,24614
1072,Ford,Mustang,2012,24594
1373,Ford,Explorer,2026,24578
428,Hyundai,Elantra,2017,24552
1213,Hyundai,Elantra,2011,24519
820,Toyota,Corolla,2021,24515
424,Toyota,Corolla,2026,24476
316,Honda,Civic,2024,24467
1461,Hyundai,Sonata,2021,24459
271,Suzuki,Swift,2017,24456
